0	2379058	5328548960753159	5328548958374101
Average time spent by a process in barrier 0 (in nanoseconds): 2230639.166667

0	15496	5328548960863129	5328548960847633
Average time spent by a process in barrier 1 (in nanoseconds): 80437.666667

0	9495	5328548960914894	5328548960905399
Average time spent by a process in barrier 2 (in nanoseconds): 40414.416667

0	11780	5328548960962658	5328548960950878
Average time spent by a process in barrier 3 (in nanoseconds): 28466.166667

0	13117	5328548961009502	5328548960996385
Average time spent by a process in barrier 4 (in nanoseconds): 34532.833333

0	10715	5328548961056851	5328548961046136
Average time spent by a process in barrier 5 (in nanoseconds): 31274.500000

0	12277	5328548961108985	5328548961096708
Average time spent by a process in barrier 6 (in nanoseconds): 36849.666667

0	10954	5328548961159779	5328548961148825
Average time spent by a process in barrier 7 (in nanoseconds): 37788.500000

0	11200	5328548961203926	5328548961192726
Average time spent by a process in barrier 8 (in nanoseconds): 28367.166667

0	18872	5328548961256910	5328548961238038
Average time spent by a process in barrier 9 (in nanoseconds): 33907.583333

0	11610	5328548961305557	5328548961293947
Average time spent by a process in barrier 10 (in nanoseconds): 37975.333333

0	11328	5328548961348816	5328548961337488
Average time spent by a process in barrier 11 (in nanoseconds): 30060.750000

0	11055	5328548961391363	5328548961380308
1	2068016	5328548960717928	5328548958649912
1	95076	5328548960859897	5328548960764821
1	44739	5328548960917181	5328548960872442
1	30452	5328548960957963	5328548960927511
1	37807	5328548961006227	5328548960968420
1	35792	5328548961052819	5328548961017027
1	41689	5328548961105325	5328548961063636
1	40432	5328548961163577	5328548961123145
1	26547	5328548961200246	5328548961173699
1	38902	5328548961249453	5328548961210551
1	34142	5328548961302132	5328548961267990
1	31826	5328548961345033	5328548961313207
1	31799	5328548961387140	5328548961355341
1	41967	5328548961439252	5328548961397285
2	2734358	5328548960735617	5328548958001259
2	78164	5328548960857340	5328548960779176
2	42320	5328548960913984	5328548960871664
2	28429	5328548960957050	5328548960928621
2	36577	5328548961005394	5328548960968817
2	27419	5328548961051491	5328548961024072
2	37976	5328548961101887	5328548961063911
2	38262	5328548961154707	5328548961116445
2	32111	5328548961200098	5328548961167987
2	37249	5328548961247125	5328548961209876
2	44117	5328548961300272	5328548961256155
2	31990	5328548961343176	5328548961311186
2	32147	5328548961385850	5328548961353703
2	40842	5328548961437382	5328548961396540
3	2625596	5328548960703611	5328548958078015
3	106492	5328548960859572	5328548960753080
3	51822	5328548960920079	5328548960868257
3	32976	5328548960959755	5328548960926779
3	45467	5328548961012047	5328548960966580
3	37316	5328548961055673	5328548961018357
3	42509	5328548961104375	5328548961061866
3	48899	5328548961159629	5328548961110730
3	34395	5328548961200364	5328548961165969
3	39987	5328548961248295	5328548961208308
3	49134	5328548961303624	5328548961254490
3	35585	5328548961345516	5328548961309931
3	36230	5328548961388048	5328548961351818
3	45571	5328548961440174	5328548961394603
3	37404	5328548961483593	5328548961446189
4	2301596	5328548960750065	5328548958448469
4	58424	5328548960857148	5328548960798724
4	32607	5328548960911444	5328548960878837
4	25415	5328548960958463	5328548960933048
