0	12085269	5328544894902093	5328544882816824
1	11877869	5328544894899702	5328544883021833
2	12287182	5328544894884608	5328544882597426
3	11826786	5328544894897521	5328544883070735
4	59483	5328544894897696	5328544894838213
5	10470165	5328544894892798	5328544884422633
6	11911000	5328544894891081	5328544882980081
7	31187619	5328544914057512	5328544882869893
8	30901315	5328544914056461	5328544883155146
Average time spent by a process in barrier 0 (in nanoseconds): 14734076.444444

0	6372	5328544924075873	5328544924069501
1	29148611	5328544924076380	5328544894927769
2	29149292	5328544924077318	5328544894928026
3	29155966	5328544924077918	5328544894921952
4	23787	5328544924076752	5328544924052965
5	29157883	5328544924077973	5328544894920090
6	9986059	5328544924078974	5328544914092915
8	19962166	5328544934046506	5328544914084340
7	19957412	5328544934044185	5328544914086773
6	10005463	5328544944056909	5328544934051446
Average time spent by a process in barrier 1 (in nanoseconds): 18505283.111111

0	6047	5328544944053512	5328544944047465
1	19970576	5328544944055990	5328544924085414
2	19971119	5328544944057211	5328544924086092
3	19970767	5328544944054688	5328544924083921
4	13889	5328544944056036	5328544944042147
5	19971086	5328544944057030	5328544924085944
7	20179743	5328544954229973	5328544934050230
Average time spent by a process in barrier 2 (in nanoseconds): 14473830.444444

8	20175784	5328544954231675	5328544934055891
8	10840	5328544954251288	5328544954240448
5	14551556	5328544958615971	5328544944064415
5	18414	5328544958642018	5328544958623604
5	17662	5328544958663504	5328544958645842
5	15934	5328544958683345	5328544958667411
5	20638	5328544958707645	5328544958687007
5	14824	5328544958726245	5328544958711421
5	17507	5328544958747338	5328544958729831
5	14282	5328544958765421	5328544958751139
5	16896	5328544958785838	5328544958768942
5	14628	5328544958804007	5328544958789379
5	15316	5328544958822948	5328544958807632
5	15088	5328544958841455	5328544958826367
5	14743	5328544958859638	5328544958844895
5	15947	5328544958878970	5328544958863023
5	16053	5328544958898354	5328544958882301
5	18086	5328544958920072	5328544958901986
5	15864	5328544958939955	5328544958924091
5	14392	5328544958957745	5328544958943353
5	14930	5328544958976315	5328544958961385
5	16670	5328544958997024	5328544958980354
5	26386	5328544959027084	5328544959000698
5	26955	5328544959060990	5328544959034035
5	14209	5328544959081635	5328544959067426
6	4380014	5328544958616819	5328544954236805
6	16993	5328544958642249	5328544958625256
6	17313	5328544958665059	5328544958647746
6	12240	5328544958683223	5328544958670983
6	19073	5328544958707386	5328544958688313
6	14850	5328544958727079	5328544958712229
6	13762	5328544958746895	5328544958733133
6	14792	5328544958766714	5328544958751922
6	13512	5328544958785989	5328544958772477
6	13289	5328544958804423	5328544958791134
6	13550	5328544958822844	5328544958809294
6	13849	5328544958841575	5328544958827726
6	13966	5328544958860286	5328544958846320
6	13120	5328544958878912	5328544958865792
6	13983	5328544958897703	5328544958883720
6	19946	5328544958922577	5328544958902631
6	11456	5328544958940007	5328544958928551
6	13299	5328544958958203	5328544958944904
6	13303	5328544958976330	5328544958963027
6	16263	5328544958998063	5328544958981800
6	13573	5328544959016445	5328544959002872
6	36916	5328544959059586	5328544959022670
6	16093	5328544959080384	5328544959064291
6	12813	5328544959098137	5328544959085324
7	4381432	5328544958616095	5328544954234663
7	18286	5328544958641133	5328544958622847
7	19658	5328544958664474	5328544958644816
7	13605	5328544958681922	5328544958668317
7	21438	5328544958707094	5328544958685656
7	15644	5328544958726555	5328544958710911
7	15667	5328544958746549	5328544958730882
7	15883	5328544958765995	5328544958750112
7	15416	5328544958785202	5328544958769786
7	14956	5328544958803782	5328544958788826
7	15196	5328544958822391	5328544958807195
7	14974	5328544958840907	5328544958825933
7	15674	5328544958860027	5328544958844353
7	14549	5328544958878516	5328544958863967
7	15557	5328544958897441	5328544958881884
7	20822	5328544958921898	5328544958901076
7	13379	5328544958939061	5328544958925682
7	14801	5328544958957434	5328544958942633
7	14980	5328544958975763	5328544958960783
7	18027	5328544958997349	5328544958979322
7	15270	5328544959016088	5328544959000818
7	29701	5328544959051668	5328544959021967
7	21905	5328544959077510	5328544959055605
7	15539	5328544959097501	5328544959081962
1	14552417	5328544958616429	5328544944064012
